case_id,case_name,parcel_count,litigation_cases,compensation_pending_pct,acquisition_stage,ownership_disputes,document_issues,previous_delays_months,notification_age_months,delayed
CASE-0805,Thoothukudi Port Rail Spur Phase 1 (Sec 5),26,1,81.8,Notification (Sec 3A/11),0,3,4.4,8.5,0
CASE-0806,Tiruchirappalli Freight Link Phase 2 (Sec 1),40,0,94.4,SIA & Objection (Sec 3C/15),1,5,0.0,7.9,0
CASE-0807,Tiruchirappalli Freight Link Phase 2 (Sec 4),105,1,74.3,SIA & Objection (Sec 3C/15),14,5,7.7,20.7,1
CASE-0808,Hosur IT Expressway Phase 3 (Sec 2),23,0,90.1,SIA & Objection (Sec 3C/15),3,0,0.0,6.9,0
CASE-0809,Hosur IT Expressway Phase 1 (Sec 7),20,0,22.1,Compensation Disbursement,0,4,0.0,23.5,0
CASE-0810,Coimbatore Ring Road Sec Phase 3 (Sec 3),23,1,98.5,SIA & Objection (Sec 3C/15),0,2,6.3,14.8,1
CASE-0811,Madurai Logistics Park Phase 3 (Sec 1),39,0,5.8,Compensation Disbursement,2,4,2.3,30.3,0
CASE-0812,Tiruchirappalli Freight Link Phase 1 (Sec 3),38,3,77.0,SIA & Objection (Sec 3C/15),5,1,17.4,32.0,1
CASE-0813,Vellore Urban Peripheral Phase 2 (Sec 5),17,0,73.1,Award Inquiry (Sec 3G/23),1,1,0.0,19.3,0
CASE-0814,Madurai Logistics Park Phase 3 (Sec 7),21,0,75.3,Award Inquiry (Sec 3G/23),3,0,0.7,21.2,1
CASE-0815,Vellore Urban Peripheral Phase 1 (Sec 7),142,3,41.5,Compensation Disbursement,6,2,2.7,29.1,1
CASE-0816,Hosur IT Expressway Phase 1 (Sec 7),93,4,52.2,Award Inquiry (Sec 3G/23),2,5,5.3,28.4,1
CASE-0817,Coimbatore Ring Road Sec Phase 3 (Sec 1),144,7,95.0,SIA & Objection (Sec 3C/15),8,6,0.0,6.0,1
CASE-0818,Coimbatore Ring Road Sec Phase 2 (Sec 5),46,0,54.1,Declaration (Sec 3D/19),3,6,0.0,5.9,0
CASE-0819,Thoothukudi Port Rail Spur Phase 3 (Sec 7),56,0,36.3,Award Inquiry (Sec 3G/23),3,1,0.0,15.0,0
CASE-0820,SIPCOT Industrial Corridor Phase 2 (Sec 6),281,5,76.9,SIA & Objection (Sec 3C/15),17,22,0.0,6.4,1
CASE-0821,Thoothukudi Port Rail Spur Phase 3 (Sec 1),71,1,80.8,SIA & Objection (Sec 3C/15),3,6,0.0,7.1,0
CASE-0822,Erode Agri-Logistics Zone Phase 3 (Sec 7),98,2,88.3,SIA & Objection (Sec 3C/15),3,5,0.5,8.6,1
CASE-0823,Erode Agri-Logistics Zone Phase 2 (Sec 4),26,0,13.6,Compensation Disbursement,1,3,3.5,32.2,1
CASE-0824,Vellore Urban Peripheral Phase 2 (Sec 2),19,0,76.5,Declaration (Sec 3D/19),1,2,4.9,21.5,1
CASE-0825,Coimbatore Ring Road Sec Phase 3 (Sec 4),21,0,77.6,SIA & Objection (Sec 3C/15),2,3,1.2,9.3,0
CASE-0826,Hosur IT Expressway Phase 1 (Sec 6),38,2,35.8,Declaration (Sec 3D/19),5,3,0.5,14.9,0
CASE-0827,Tirunelveli Solar Park Access Phase 2 (Sec 6),81,1,10.1,Compensation Disbursement,1,10,10.3,38.1,1
CASE-0828,Erode Agri-Logistics Zone Phase 3 (Sec 3),52,1,17.3,Possession (Sec 3E/38),1,2,3.0,37.4,0
CASE-0829,Vellore Urban Peripheral Phase 1 (Sec 5),62,2,36.6,Compensation Disbursement,9,2,3.6,30.4,0
CASE-0830,Coimbatore Ring Road Sec Phase 2 (Sec 2),170,2,12.6,Compensation Disbursement,29,7,0.0,25.4,0
CASE-0831,SIPCOT Industrial Corridor Phase 1 (Sec 3),152,2,92.6,Notification (Sec 3A/11),1,1,2.6,6.1,0
CASE-0832,Thoothukudi Port Rail Spur Phase 3 (Sec 1),78,0,59.9,Declaration (Sec 3D/19),1,6,0.0,11.1,0
CASE-0833,Hosur IT Expressway Phase 1 (Sec 6),66,4,10.9,Compensation Disbursement,0,9,6.6,36.8,1
CASE-0834,Thoothukudi Port Rail Spur Phase 3 (Sec 4),134,2,44.3,Declaration (Sec 3D/19),11,34,1.9,17.6,1
CASE-0835,Tiruchirappalli Freight Link Phase 1 (Sec 7),165,1,11.2,Compensation Disbursement,4,11,2.3,29.5,0
CASE-0836,Madurai Logistics Park Phase 3 (Sec 5),77,2,96.1,Notification (Sec 3A/11),6,4,4.4,10.4,1
CASE-0837,Vellore Urban Peripheral Phase 2 (Sec 2),173,3,92.4,Notification (Sec 3A/11),14,4,1.4,4.6,1
CASE-0838,Madurai Logistics Park Phase 2 (Sec 4),145,3,78.9,Notification (Sec 3A/11),3,16,0.0,1.0,0
CASE-0839,Salem Bypass Extension Phase 3 (Sec 4),17,1,77.9,Award Inquiry (Sec 3G/23),0,0,3.5,23.9,1
CASE-0840,Coimbatore Ring Road Sec Phase 3 (Sec 4),15,1,43.5,Award Inquiry (Sec 3G/23),2,1,3.7,24.1,1
CASE-0841,Tiruchirappalli Freight Link Phase 2 (Sec 3),66,0,18.8,Possession (Sec 3E/38),2,4,1.2,34.3,0
CASE-0842,Hosur IT Expressway Phase 2 (Sec 4),32,2,71.4,Award Inquiry (Sec 3G/23),1,2,0.0,18.9,1
CASE-0843,Thoothukudi Port Rail Spur Phase 2 (Sec 2),28,0,12.1,Possession (Sec 3E/38),3,3,3.3,36.0,0
CASE-0844,Tirunelveli Solar Park Access Phase 3 (Sec 1),248,6,81.6,Notification (Sec 3A/11),5,18,6.6,14.9,1
CASE-0845,Hosur IT Expressway Phase 3 (Sec 4),95,2,44.7,Declaration (Sec 3D/19),16,2,1.4,16.5,0
CASE-0846,Hosur IT Expressway Phase 2 (Sec 4),15,0,86.1,SIA & Objection (Sec 3C/15),0,2,6.1,19.9,1
CASE-0847,Tiruchirappalli Freight Link Phase 3 (Sec 7),147,3,63.2,Award Inquiry (Sec 3G/23),3,22,11.2,32.1,1
CASE-0848,Vellore Urban Peripheral Phase 2 (Sec 3),348,7,88.8,Notification (Sec 3A/11),55,20,5.5,11.7,1
CASE-0849,Tiruchirappalli Freight Link Phase 3 (Sec 1),118,3,72.6,Declaration (Sec 3D/19),4,10,9.8,28.5,1
CASE-0850,Vellore Urban Peripheral Phase 3 (Sec 7),90,1,74.5,Possession (Sec 3E/38),7,11,0.2,32.4,1
CASE-0851,SIPCOT Industrial Corridor Phase 2 (Sec 4),134,0,96.2,Notification (Sec 3A/11),4,5,0.0,1.0,0
CASE-0852,Madurai Logistics Park Phase 3 (Sec 2),23,0,76.3,SIA & Objection (Sec 3C/15),4,4,1.1,9.6,0
CASE-0853,Coimbatore Ring Road Sec Phase 2 (Sec 7),138,3,20.9,Compensation Disbursement,15,15,3.3,30.8,1
CASE-0854,Thoothukudi Port Rail Spur Phase 1 (Sec 3),55,1,89.3,SIA & Objection (Sec 3C/15),1,12,3.1,12.0,0
CASE-0855,Madurai Logistics Park Phase 1 (Sec 4),59,1,70.9,Declaration (Sec 3D/19),2,4,0.0,10.7,0
CASE-0856,Salem Bypass Extension Phase 2 (Sec 7),26,0,94.8,SIA & Objection (Sec 3C/15),0,0,0.0,6.8,0
CASE-0857,Salem Bypass Extension Phase 2 (Sec 7),76,1,5.8,Possession (Sec 3E/38),3,8,3.3,36.9,1
CASE-0858,Vellore Urban Peripheral Phase 2 (Sec 6),31,0,87.0,SIA & Objection (Sec 3C/15),0,1,2.6,11.4,0
CASE-0859,Erode Agri-Logistics Zone Phase 2 (Sec 7),68,0,39.5,Compensation Disbursement,8,1,0.0,18.7,0
CASE-0860,Thoothukudi Port Rail Spur Phase 2 (Sec 7),71,2,21.8,Compensation Disbursement,3,4,0.6,26.9,0
CASE-0861,Hosur IT Expressway Phase 1 (Sec 1),100,4,23.0,Compensation Disbursement,4,5,1.8,28.7,0
CASE-0862,Thoothukudi Port Rail Spur Phase 3 (Sec 4),174,6,80.8,Declaration (Sec 3D/19),2,2,0.8,15.6,1
CASE-0863,Salem Bypass Extension Phase 1 (Sec 5),27,0,99.8,SIA & Objection (Sec 3C/15),3,0,0.9,9.6,0
CASE-0864,Salem Bypass Extension Phase 3 (Sec 6),77,1,30.1,Possession (Sec 3E/38),1,11,0.1,32.1,0
CASE-0865,Vellore Urban Peripheral Phase 2 (Sec 3),108,0,78.2,Declaration (Sec 3D/19),8,9,9.0,24.5,0
CASE-0866,Tirunelveli Solar Park Access Phase 1 (Sec 5),60,2,83.4,Declaration (Sec 3D/19),12,2,3.1,17.7,0
CASE-0867,Erode Agri-Logistics Zone Phase 1 (Sec 1),87,0,93.1,SIA & Objection (Sec 3C/15),12,6,2.0,10.4,0
CASE-0868,Madurai Logistics Park Phase 2 (Sec 5),28,1,71.6,Compensation Disbursement,3,3,0.0,17.2,0
CASE-0869,Thoothukudi Port Rail Spur Phase 1 (Sec 5),20,1,62.9,Possession (Sec 3E/38),1,3,3.1,35.4,1
CASE-0870,Vellore Urban Peripheral Phase 2 (Sec 1),153,2,92.5,Notification (Sec 3A/11),6,8,0.0,1.0,0
CASE-0871,Hosur IT Expressway Phase 1 (Sec 6),294,9,91.9,SIA & Objection (Sec 3C/15),4,7,3.0,13.4,1
CASE-0872,Hosur IT Expressway Phase 3 (Sec 7),62,2,1.2,Possession (Sec 3E/38),8,9,0.0,25.4,0
CASE-0873,Vellore Urban Peripheral Phase 3 (Sec 7),27,0,89.7,SIA & Objection (Sec 3C/15),0,2,1.6,10.4,0
CASE-0874,Tirunelveli Solar Park Access Phase 2 (Sec 7),166,1,47.1,Declaration (Sec 3D/19),18,10,0.0,13.3,0
CASE-0875,Salem Bypass Extension Phase 1 (Sec 1),73,4,68.9,Declaration (Sec 3D/19),5,3,5.3,21.1,1
CASE-0876,Tiruchirappalli Freight Link Phase 3 (Sec 6),109,1,89.4,Notification (Sec 3A/11),12,5,4.8,9.2,1
CASE-0877,SIPCOT Industrial Corridor Phase 3 (Sec 4),73,1,99.2,Notification (Sec 3A/11),1,9,10.1,14.9,1
CASE-0878,Coimbatore Ring Road Sec Phase 3 (Sec 4),31,1,0.5,Compensation Disbursement,1,3,4.1,33.0,0
CASE-0879,Vellore Urban Peripheral Phase 1 (Sec 7),317,4,39.9,Declaration (Sec 3D/19),8,35,13.3,29.0,1
CASE-0880,Madurai Logistics Park Phase 1 (Sec 2),141,1,1.4,Possession (Sec 3E/38),10,10,1.8,34.1,0
CASE-0881,Coimbatore Ring Road Sec Phase 1 (Sec 1),52,1,63.6,Compensation Disbursement,6,0,3.4,30.7,1
CASE-0882,Tiruchirappalli Freight Link Phase 1 (Sec 2),42,0,1.9,Compensation Disbursement,2,1,3.2,29.4,0
CASE-0883,Thoothukudi Port Rail Spur Phase 3 (Sec 7),158,2,85.4,Notification (Sec 3A/11),1,4,1.0,4.6,1
CASE-0884,Salem Bypass Extension Phase 3 (Sec 5),71,3,83.8,SIA & Objection (Sec 3C/15),2,10,3.6,11.9,1
CASE-0885,SIPCOT Industrial Corridor Phase 3 (Sec 7),70,0,83.3,Award Inquiry (Sec 3G/23),5,1,1.5,21.7,0
CASE-0886,SIPCOT Industrial Corridor Phase 2 (Sec 5),67,3,40.5,Declaration (Sec 3D/19),2,5,3.1,18.8,0
CASE-0887,Tiruchirappalli Freight Link Phase 2 (Sec 5),179,3,80.1,SIA & Objection (Sec 3C/15),17,25,0.1,8.1,0
CASE-0888,SIPCOT Industrial Corridor Phase 3 (Sec 4),22,0,51.2,Declaration (Sec 3D/19),4,2,1.4,15.9,0
CASE-0889,Thoothukudi Port Rail Spur Phase 2 (Sec 1),163,4,10.9,Compensation Disbursement,10,7,0.8,27.3,1
CASE-0890,Erode Agri-Logistics Zone Phase 2 (Sec 6),45,0,64.7,Declaration (Sec 3D/19),2,1,4.2,20.0,0
CASE-0891,Thoothukudi Port Rail Spur Phase 1 (Sec 5),65,0,39.0,Declaration (Sec 3D/19),0,7,1.7,16.4,0
CASE-0892,Thoothukudi Port Rail Spur Phase 1 (Sec 1),188,4,72.5,Notification (Sec 3A/11),12,7,4.4,11.3,1
CASE-0893,Tirunelveli Solar Park Access Phase 2 (Sec 2),19,0,49.3,Award Inquiry (Sec 3G/23),0,2,2.7,23.5,0
CASE-0894,Tiruchirappalli Freight Link Phase 1 (Sec 2),50,0,70.9,Notification (Sec 3A/11),2,3,3.6,7.1,0
CASE-0895,Madurai Logistics Park Phase 1 (Sec 1),500,8,94.1,SIA & Objection (Sec 3C/15),37,49,0.0,7.9,1
CASE-0896,Vellore Urban Peripheral Phase 3 (Sec 6),57,4,31.6,Possession (Sec 3E/38),2,2,6.5,41.9,1
CASE-0897,Salem Bypass Extension Phase 3 (Sec 5),32,1,0.4,Compensation Disbursement,0,0,1.4,27.6,0
CASE-0898,Erode Agri-Logistics Zone Phase 1 (Sec 5),211,7,18.9,Possession (Sec 3E/38),4,17,11.6,44.7,1
CASE-0899,Thoothukudi Port Rail Spur Phase 1 (Sec 7),188,1,95.7,SIA & Objection (Sec 3C/15),13,11,1.2,9.6,0
CASE-0900,Madurai Logistics Park Phase 3 (Sec 1),15,0,24.8,Possession (Sec 3E/38),0,0,3.9,38.8,0
CASE-0901,Madurai Logistics Park Phase 2 (Sec 4),21,0,42.2,Award Inquiry (Sec 3G/23),2,2,3.3,24.7,0
CASE-0902,Salem Bypass Extension Phase 1 (Sec 4),69,1,70.5,Notification (Sec 3A/11),1,8,0.0,1.0,0
CASE-0903,Hosur IT Expressway Phase 2 (Sec 5),38,0,71.5,Award Inquiry (Sec 3G/23),1,4,0.0,18.3,1
CASE-0904,Hosur IT Expressway Phase 2 (Sec 4),50,3,12.0,Compensation Disbursement,1,4,14.1,42.1,1
CASE-0905,Tirunelveli Solar Park Access Phase 3 (Sec 7),29,1,69.6,Award Inquiry (Sec 3G/23),1,1,1.4,22.0,1
CASE-0906,Tiruchirappalli Freight Link Phase 1 (Sec 7),159,5,0.7,Compensation Disbursement,18,11,5.3,36.2,1
CASE-0907,Tirunelveli Solar Park Access Phase 3 (Sec 4),85,0,57.3,Declaration (Sec 3D/19),12,6,0.0,10.9,0
CASE-0908,Tiruchirappalli Freight Link Phase 2 (Sec 5),61,2,74.6,SIA & Objection (Sec 3C/15),9,2,0.4,8.5,0
CASE-0909,SIPCOT Industrial Corridor Phase 3 (Sec 5),21,0,85.3,Notification (Sec 3A/11),0,0,2.8,6.8,0
CASE-0910,Salem Bypass Extension Phase 1 (Sec 6),85,0,76.5,SIA & Objection (Sec 3C/15),13,11,8.0,17.1,1
CASE-0911,Coimbatore Ring Road Sec Phase 2 (Sec 6),42,1,75.9,Notification (Sec 3A/11),0,6,2.0,5.8,0
CASE-0912,Coimbatore Ring Road Sec Phase 1 (Sec 6),397,14,17.7,Compensation Disbursement,21,25,7.2,37.1,1
CASE-0913,Coimbatore Ring Road Sec Phase 1 (Sec 5),96,2,98.5,Notification (Sec 3A/11),12,3,2.3,5.5,0
CASE-0914,SIPCOT Industrial Corridor Phase 1 (Sec 7),296,7,8.2,Compensation Disbursement,12,11,0.0,22.6,1
CASE-0915,SIPCOT Industrial Corridor Phase 3 (Sec 6),87,1,61.6,Declaration (Sec 3D/19),2,7,1.5,15.7,0
CASE-0916,Thoothukudi Port Rail Spur Phase 1 (Sec 1),37,1,43.6,Declaration (Sec 3D/19),0,2,3.7,18.2,0
CASE-0917,Tiruchirappalli Freight Link Phase 1 (Sec 1),55,0,75.5,Notification (Sec 3A/11),9,4,0.0,1.0,0
CASE-0918,Salem Bypass Extension Phase 3 (Sec 2),32,0,67.2,Award Inquiry (Sec 3G/23),0,0,5.5,27.1,1
CASE-0919,Erode Agri-Logistics Zone Phase 3 (Sec 1),98,7,36.2,Award Inquiry (Sec 3G/23),7,10,2.5,23.2,1
CASE-0920,Thoothukudi Port Rail Spur Phase 1 (Sec 1),66,2,36.4,Award Inquiry (Sec 3G/23),2,5,0.2,20.3,0
CASE-0921,Hosur IT Expressway Phase 1 (Sec 2),44,1,79.3,SIA & Objection (Sec 3C/15),7,2,0.0,7.1,0
CASE-0922,Tirunelveli Solar Park Access Phase 1 (Sec 1),37,0,87.9,SIA & Objection (Sec 3C/15),3,3,3.0,13.6,0
CASE-0923,Tirunelveli Solar Park Access Phase 3 (Sec 4),51,0,2.8,Compensation Disbursement,2,1,5.8,32.9,0
CASE-0924,Madurai Logistics Park Phase 2 (Sec 4),184,5,76.7,SIA & Objection (Sec 3C/15),5,15,2.2,11.9,1
CASE-0925,Vellore Urban Peripheral Phase 1 (Sec 3),20,0,1.2,Compensation Disbursement,0,5,7.2,34.0,1
CASE-0926,Erode Agri-Logistics Zone Phase 3 (Sec 3),168,1,57.5,Declaration (Sec 3D/19),15,14,0.0,11.0,0
CASE-0927,Tiruchirappalli Freight Link Phase 1 (Sec 5),135,1,12.5,Possession (Sec 3E/38),2,13,0.0,29.2,0
CASE-0928,Tirunelveli Solar Park Access Phase 1 (Sec 7),47,3,70.4,Notification (Sec 3A/11),5,5,0.0,1.6,1
CASE-0929,Madurai Logistics Park Phase 3 (Sec 5),133,0,15.2,Possession (Sec 3E/38),3,13,0.0,27.3,0
CASE-0930,Tiruchirappalli Freight Link Phase 1 (Sec 1),138,2,75.7,Award Inquiry (Sec 3G/23),7,9,0.0,19.7,1
CASE-0931,Erode Agri-Logistics Zone Phase 3 (Sec 5),55,1,2.0,Compensation Disbursement,4,1,0.0,26.0,0
CASE-0932,Madurai Logistics Park Phase 3 (Sec 2),15,0,97.7,Notification (Sec 3A/11),0,0,5.7,11.8,1
CASE-0933,SIPCOT Industrial Corridor Phase 3 (Sec 3),193,0,89.8,SIA & Objection (Sec 3C/15),3,23,0.0,5.5,0
CASE-0934,Vellore Urban Peripheral Phase 2 (Sec 3),170,1,58.1,Declaration (Sec 3D/19),4,11,0.0,12.7,0
CASE-0935,Coimbatore Ring Road Sec Phase 2 (Sec 2),65,1,34.4,Award Inquiry (Sec 3G/23),2,4,2.3,22.7,0
CASE-0936,Madurai Logistics Park Phase 2 (Sec 4),81,0,37.7,Declaration (Sec 3D/19),6,1,0.3,14.6,0
CASE-0937,Tirunelveli Solar Park Access Phase 1 (Sec 4),67,0,94.5,Notification (Sec 3A/11),2,4,3.1,8.6,0
CASE-0938,Vellore Urban Peripheral Phase 3 (Sec 3),126,1,79.1,Declaration (Sec 3D/19),7,3,0.0,7.1,0
CASE-0939,Tirunelveli Solar Park Access Phase 1 (Sec 4),25,0,96.6,SIA & Objection (Sec 3C/15),0,3,0.6,8.8,0
CASE-0940,Erode Agri-Logistics Zone Phase 3 (Sec 6),20,0,59.2,Award Inquiry (Sec 3G/23),0,1,0.0,16.1,0
CASE-0941,Salem Bypass Extension Phase 2 (Sec 2),85,2,85.8,SIA & Objection (Sec 3C/15),8,16,3.6,14.9,1
CASE-0942,Hosur IT Expressway Phase 1 (Sec 5),84,3,11.5,Compensation Disbursement,5,4,1.9,29.1,1
CASE-0943,Erode Agri-Logistics Zone Phase 1 (Sec 2),159,1,79.3,Award Inquiry (Sec 3G/23),9,27,0.0,18.2,0
CASE-0944,Coimbatore Ring Road Sec Phase 1 (Sec 6),64,3,75.1,Declaration (Sec 3D/19),4,0,22.3,49.2,1
CASE-0945,Vellore Urban Peripheral Phase 2 (Sec 7),100,0,21.4,Possession (Sec 3E/38),3,2,4.7,38.6,0
CASE-0946,Hosur IT Expressway Phase 2 (Sec 1),340,10,5.0,Possession (Sec 3E/38),15,51,3.8,38.1,1
CASE-0947,SIPCOT Industrial Corridor Phase 1 (Sec 7),174,4,57.2,Declaration (Sec 3D/19),27,9,2.3,18.2,1
CASE-0948,Salem Bypass Extension Phase 3 (Sec 1),67,0,67.9,Declaration (Sec 3D/19),1,3,1.1,15.6,0
CASE-0949,SIPCOT Industrial Corridor Phase 1 (Sec 1),16,0,83.1,Declaration (Sec 3D/19),1,2,1.1,15.4,0
CASE-0950,Hosur IT Expressway Phase 3 (Sec 4),79,2,91.4,Notification (Sec 3A/11),9,10,5.8,9.3,1
CASE-0951,Salem Bypass Extension Phase 1 (Sec 5),49,0,12.9,Compensation Disbursement,0,9,0.0,25.7,0
CASE-0952,SIPCOT Industrial Corridor Phase 3 (Sec 6),340,3,7.5,Possession (Sec 3E/38),7,33,3.0,35.4,1
CASE-0953,Hosur IT Expressway Phase 1 (Sec 5),253,1,87.0,Notification (Sec 3A/11),18,9,1.4,5.1,0
CASE-0954,Vellore Urban Peripheral Phase 1 (Sec 7),161,6,57.8,Declaration (Sec 3D/19),3,15,5.3,19.8,1
CASE-0955,Tirunelveli Solar Park Access Phase 1 (Sec 5),17,0,90.2,SIA & Objection (Sec 3C/15),0,1,0.0,7.5,0
CASE-0956,Tiruchirappalli Freight Link Phase 3 (Sec 4),54,1,79.8,SIA & Objection (Sec 3C/15),4,1,5.9,14.8,0
CASE-0957,Hosur IT Expressway Phase 3 (Sec 2),419,5,0.9,Possession (Sec 3E/38),6,39,3.0,37.7,1
CASE-0958,Tirunelveli Solar Park Access Phase 3 (Sec 5),74,1,4.0,Compensation Disbursement,3,3,0.0,24.1,0
CASE-0959,Tirunelveli Solar Park Access Phase 3 (Sec 5),130,1,68.3,Compensation Disbursement,9,8,0.0,25.3,0
CASE-0960,SIPCOT Industrial Corridor Phase 3 (Sec 4),42,2,51.3,Award Inquiry (Sec 3G/23),1,3,4.9,28.2,1
CASE-0961,SIPCOT Industrial Corridor Phase 2 (Sec 5),91,0,20.8,Possession (Sec 3E/38),0,1,10.2,48.7,1
CASE-0962,Erode Agri-Logistics Zone Phase 2 (Sec 3),130,0,3.9,Compensation Disbursement,15,1,2.3,29.2,0
CASE-0963,Erode Agri-Logistics Zone Phase 3 (Sec 3),44,0,58.7,Declaration (Sec 3D/19),3,4,3.2,17.7,0
CASE-0964,Coimbatore Ring Road Sec Phase 3 (Sec 1),35,0,52.5,Award Inquiry (Sec 3G/23),1,1,0.0,14.4,1
CASE-0965,Tiruchirappalli Freight Link Phase 2 (Sec 6),173,2,93.2,Notification (Sec 3A/11),7,31,2.6,7.4,1
CASE-0966,Salem Bypass Extension Phase 3 (Sec 4),50,1,99.9,SIA & Objection (Sec 3C/15),3,5,0.6,9.0,0
CASE-0967,Coimbatore Ring Road Sec Phase 3 (Sec 6),29,0,70.0,Declaration (Sec 3D/19),0,2,3.1,19.7,0
CASE-0968,Erode Agri-Logistics Zone Phase 2 (Sec 3),15,0,53.6,Declaration (Sec 3D/19),3,2,2.7,17.8,0
CASE-0969,Thoothukudi Port Rail Spur Phase 2 (Sec 5),55,0,70.1,SIA & Objection (Sec 3C/15),2,8,6.6,16.8,0
CASE-0970,Tiruchirappalli Freight Link Phase 2 (Sec 3),38,0,6.9,Possession (Sec 3E/38),3,0,4.3,36.7,0
CASE-0971,Madurai Logistics Park Phase 3 (Sec 7),235,5,94.1,Notification (Sec 3A/11),26,23,6.3,11.3,1
CASE-0972,Hosur IT Expressway Phase 1 (Sec 6),65,3,81.3,Notification (Sec 3A/11),6,4,4.6,11.6,1
CASE-0973,Vellore Urban Peripheral Phase 3 (Sec 1),20,1,24.0,Possession (Sec 3E/38),1,3,7.8,41.0,1
CASE-0974,Tirunelveli Solar Park Access Phase 3 (Sec 4),98,2,10.0,Compensation Disbursement,10,12,0.0,21.5,1
CASE-0975,Coimbatore Ring Road Sec Phase 3 (Sec 5),36,0,85.1,SIA & Objection (Sec 3C/15),4,0,0.0,7.7,0
CASE-0976,Madurai Logistics Park Phase 3 (Sec 1),41,2,33.8,Award Inquiry (Sec 3G/23),3,5,0.0,15.6,0
CASE-0977,Tirunelveli Solar Park Access Phase 3 (Sec 6),49,1,41.8,Declaration (Sec 3D/19),5,8,2.7,17.7,0
CASE-0978,Salem Bypass Extension Phase 1 (Sec 4),49,1,1.5,Compensation Disbursement,1,3,8.0,35.8,1
CASE-0979,SIPCOT Industrial Corridor Phase 1 (Sec 5),82,1,1.7,Compensation Disbursement,11,6,2.3,29.9,0
CASE-0980,Tirunelveli Solar Park Access Phase 2 (Sec 4),146,6,35.8,Declaration (Sec 3D/19),0,6,11.3,31.4,1
CASE-0981,Tiruchirappalli Freight Link Phase 1 (Sec 3),64,7,46.5,Declaration (Sec 3D/19),3,15,1.3,15.5,1
CASE-0982,Madurai Logistics Park Phase 1 (Sec 6),20,0,21.0,Compensation Disbursement,2,0,1.2,27.7,0
CASE-0983,Thoothukudi Port Rail Spur Phase 1 (Sec 5),48,0,70.3,Notification (Sec 3A/11),2,6,0.1,3.1,0
CASE-0984,Erode Agri-Logistics Zone Phase 2 (Sec 5),92,4,24.9,Possession (Sec 3E/38),10,4,12.0,49.9,1
CASE-0985,Salem Bypass Extension Phase 2 (Sec 6),244,0,79.2,SIA & Objection (Sec 3C/15),23,9,1.5,9.9,0
CASE-0986,Tirunelveli Solar Park Access Phase 1 (Sec 1),41,0,67.1,Award Inquiry (Sec 3G/23),1,0,4.3,25.2,0
CASE-0987,Tirunelveli Solar Park Access Phase 3 (Sec 4),43,0,39.7,Award Inquiry (Sec 3G/23),2,4,0.1,20.1,0
CASE-0988,Salem Bypass Extension Phase 1 (Sec 6),131,3,57.7,Declaration (Sec 3D/19),9,14,2.2,18.2,0
CASE-0989,Erode Agri-Logistics Zone Phase 1 (Sec 3),68,1,31.9,Declaration (Sec 3D/19),4,6,0.0,10.7,0
CASE-0990,Coimbatore Ring Road Sec Phase 2 (Sec 7),30,0,69.0,Declaration (Sec 3D/19),2,3,2.5,17.3,0
CASE-0991,Coimbatore Ring Road Sec Phase 1 (Sec 3),49,1,77.7,Notification (Sec 3A/11),7,5,0.0,2.8,0
CASE-0992,Vellore Urban Peripheral Phase 1 (Sec 5),155,1,36.2,Award Inquiry (Sec 3G/23),12,25,6.7,27.3,1
CASE-0993,Hosur IT Expressway Phase 3 (Sec 7),51,2,90.0,SIA & Objection (Sec 3C/15),1,4,0.0,8.0,0
CASE-0994,Vellore Urban Peripheral Phase 1 (Sec 5),218,9,76.7,SIA & Objection (Sec 3C/15),4,25,0.0,6.3,1
CASE-0995,Thoothukudi Port Rail Spur Phase 3 (Sec 7),17,0,46.7,Declaration (Sec 3D/19),4,1,5.4,21.1,0
CASE-0996,SIPCOT Industrial Corridor Phase 1 (Sec 2),29,0,90.1,SIA & Objection (Sec 3C/15),0,2,0.0,4.5,0
CASE-0997,Hosur IT Expressway Phase 2 (Sec 1),81,0,37.9,Award Inquiry (Sec 3G/23),5,9,5.3,29.9,1
CASE-0998,Erode Agri-Logistics Zone Phase 3 (Sec 6),327,6,8.0,Compensation Disbursement,17,42,0.0,25.5,1
CASE-0999,Hosur IT Expressway Phase 3 (Sec 6),42,1,86.6,SIA & Objection (Sec 3C/15),2,2,0.9,9.0,0
CASE-1000,SIPCOT Industrial Corridor Phase 2 (Sec 2),15,0,8.9,Possession (Sec 3E/38),3,2,1.7,34.3,1
CASE-1001,Hosur IT Expressway Phase 2 (Sec 3),25,0,53.1,Declaration (Sec 3D/19),1,4,2.7,18.5,0
CASE-1002,Tirunelveli Solar Park Access Phase 2 (Sec 1),57,1,75.9,SIA & Objection (Sec 3C/15),1,8,7.6,17.3,1
CASE-1003,Erode Agri-Logistics Zone Phase 2 (Sec 7),66,1,74.8,Notification (Sec 3A/11),1,3,1.9,6.4,0
CASE-1004,Erode Agri-Logistics Zone Phase 3 (Sec 5),27,0,22.1,Possession (Sec 3E/38),1,0,2.3,35.3,0
CASE-1005,SIPCOT Industrial Corridor Phase 2 (Sec 1),18,0,95.4,SIA & Objection (Sec 3C/15),0,5,7.5,19.1,1
CASE-1006,Salem Bypass Extension Phase 2 (Sec 6),40,3,72.0,Notification (Sec 3A/11),1,6,0.0,2.6,0
